Price,Address,Metro,Summary,General Information,Building Information,Price per meter
23 278 712 ₽,"Москва, ЮАО, р-н Даниловский, бул. Павла Филонова",ЗИЛ,"60,1 м²;Общая;14,4 м²;Кухня;12 из 17;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",387 333 ₽/м²
23 400 000 ₽,"Москва, ЗАО, р-н Можайский, пер. 2-й Петра Алексеева, 5",Рабочий поселок,"73,2 м²;Общая;47,7 м²;Жилая;13,8 м²;Кухня;9 из 28;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;2 раздельных;Балкон/лоджия;1 лоджия;Ремонт;Без ремонта;Вид из окон;На улицу и двор,"Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет",319 672 ₽/м²
23 500 000 ₽,"Москва, ЮЗАО, р-н Черемушки, ул. Гарибальди, 17",Новые Черемушки,"58,8 м²;Общая;40 м²;Жилая;10,2 м²;Кухня;7 из 10;Этаж;2021;Построен","Тип жилья;Вторичка;Высота потолков;2,7 м;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Косметический;Вид из окон;На улицу",Год постройки;2020;Лифты;Есть;Аварийность;Нет,399 660 ₽/м²
23 500 000 ₽,"Москва, ЦАО, р-н Пресненский, Шмитовский проезд, 39к3",Шелепиха,44 м²;Общая;25 м²;Жилая;9 м²;Кухня;5 из 7;Этаж;2019;Построен,Тип жилья;Вторичка;Высота потолков;3 м;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;На улицу,"Год постройки;2019;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Открытая;Мусоропровод;Есть",534 091 ₽/м²
23 607 320 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс, к1",Технопарк,"51,6 м²;Общая;11,2 м²;Жилая;26,1 м²;Кухня;21 из 28;Этаж;2 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка;Площадь комнат;11.20 м²;Высота потолков;3 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Черновая,"Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",457 506 ₽/м²
23 694 550 ₽,"Москва, ЗАО, р-н Дорогомилово, Ривер Парк Кутузовский жилой комплекс",Фили,"47,1 м²;Общая;9 из 45;Этаж;2026;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Высота потолков;3,115 м;Отделка;Нет","Сдача комплекса;Сдача в 2026—2027;Застройщик;Аеон Девелопмент;Класс;Премиум;Кол-во корпусов;5 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Без отделки, предчистовая, черновая, чистовая",503 069 ₽/м²
23 858 300 ₽,"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",Аннино,"110,2 м²;Общая;52,2 м²;Жилая;18,1 м²;Кухня;9 из 45;Этаж;4 кв. 2013;Сдан",Тип жилья;Новостройка,,216 500 ₽/м²
23 935 241 ₽,"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала",ЗИЛ,"65,3 м²;Общая;21,3 м²;Кухня;3 из 17;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",366 543 ₽/м²
23 757 500 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"73,1 м²;Общая;38,3 м²;Жилая;14 м²;Кухня;21 из 29;Этаж;4 кв. 2023;Срок сдачи",Тип жилья;Новостройка;Высота потолков;3 м;Санузел;2 совмещенных,"Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",325 000 ₽/м²
23 739 000 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32/3к5",Волгоградский проспект,"61,5 м²;Общая;18,2 м²;Кухня;10 из 30;Этаж;2021;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;2,87 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",386 000 ₽/м²
23 705 430 ₽,"Москва, ЮАО, р-н Даниловский, просп. Лихачева, 12к3",Технопарк,"47,1 м²;Общая;8 из 20;Этаж;4 кв. 2022;Срок сдачи",Тип жилья;Новостройка,"Сдача комплекса;Сдача в 4 кв. 2022, есть сданные;Застройщик;TEKTA GROUP;Класс;Бизнес;Кол-во корпусов;19 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",503 300 ₽/м²
23 927 872 ₽,"Москва, ЮАО, р-н Нагатинский затон, Ривер Парк жилой комплекс",Коломенская,"62,3 м²;Общая;48,7 м²;Жилая;9,5 м²;Кухня;11 из 19;Этаж;2 кв. 2024;Срок сдачи;Чистовая;Отделка",Тип жилья;Новостройка;Вид из окон;На улицу и двор;Отделка;Чистовая,"Сдача комплекса;Сдача в 2 кв. 2024, есть сданные;Застройщик;Аеон Девелопмент;Класс;Бизнес;Кол-во корпусов;16 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Чистовая",384 075 ₽/м²
23 745 590 ₽,"Москва, ЦАО, р-н Пресненский, Хедлайнер жилой комплекс",Шелепиха,"40,73 м²;Общая;14 из 14;Этаж;2 кв. 2024;Срок сдачи",Тип жилья;Новостройка;Площадь комнат;15.729999999999997 м²;Высота потолков;3 м,"Сдача комплекса;Сдача в 2022—2024, есть сданные;Застройщик;КОРТРОС;Класс;Бизнес;Кол-во корпусов;10 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",583 000 ₽/м²
23 930 114 ₽,"Москва, ЗАО, р-н Дорогомилово, проезд Проектируемый № 1824",Фили,"40,5 м²;Общая;3 из 46;Этаж;2026;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,115 м;Отделка;Черновая","Сдача комплекса;Сдача в 2026—2027;Застройщик;Аеон Девелопмент;Класс;Премиум;Кол-во корпусов;5 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Без отделки, предчистовая, черновая, чистовая",590 867 ₽/м²
24 049 326 ₽,"Москва, ЮВАО, р-н Южнопортовый, Метрополия жилой комплекс",Угрешская,"80,7 м²;Общая;18,9 м²;Кухня;5 из 29;Этаж;2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;2,87 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",298 009 ₽/м²
24 079 422 ₽,"Москва, ЮАО, р-н Нагатинский затон, Ривер Парк жилой комплекс",Коломенская,"72,2 м²;Общая;48,7 м²;Жилая;9,5 м²;Кухня;6 из 19;Этаж;2 кв. 2024;Срок сдачи;Чистовая;Отделка",Тип жилья;Новостройка;Вид из окон;На улицу и двор;Отделка;Чистовая,"Сдача комплекса;Сдача в 2 кв. 2024, есть сданные;Застройщик;Аеон Девелопмент;Класс;Бизнес;Кол-во корпусов;16 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Чистовая",333 510 ₽/м²
24 178 129 ₽,"Москва, ЮАО, р-н Нагатинский затон, Ривер Парк жилой комплекс",Коломенская,"61,3 м²;Общая;33,9 м²;Жилая;9,5 м²;Кухня;2 из 19;Этаж;2 кв. 2024;Срок сдачи;Чистовая;Отделка",Тип жилья;Новостройка;Вид из окон;На улицу и двор;Отделка;Чистовая,"Сдача комплекса;Сдача в 2 кв. 2024, есть сданные;Застройщик;Аеон Девелопмент;Класс;Бизнес;Кол-во корпусов;16 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Чистовая",394 423 ₽/м²
23 990 000 ₽,"Москва, САО, р-н Головинский, Пулковская ул., 2",Водный стадион,62 м²;Общая;18 м²;Кухня;9 из 26;Этаж;2022;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;25 м²;Высота потолков;2,75 м;Санузел;2 раздельных;Ремонт;Дизайнерский;Вид из окон;Во двор","Год постройки;2022;Лифты;1 пасс., 2 груз.;Аварийность;Нет",386 935 ₽/м²
24 352 482 ₽,"Москва, ЦАО, р-н Замоскворечье, Воксхолл жилой комплекс",Павелецкая,"44,6 м²;Общая;15 м²;Кухня;14 из 19;Этаж;3 кв. 2025;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка Апартаменты;Высота потолков;3,4 м;Вид из окон;Во двор;Отделка;Черновая",,546 020 ₽/м²
24 338 994 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",Технопарк,"52,3 м²;Общая;21,4 м²;Кухня;16 из 27;Этаж;1 кв. 2025;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",465 373 ₽/м²
24 368 774 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс, к3",Нагатинская,"67,9 м²;Общая;30,3 м²;Жилая;12,1 м²;Кухня;9 из 28;Этаж;2 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка;Высота потолков;3 м;Вид из окон;Во двор;Отделка;Черновая,"Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",358 892 ₽/м²
24 237 030 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",Нагатинская,"73,4 м²;Общая;25,8 м²;Жилая;26,1 м²;Кухня;2 из 28;Этаж;3 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка;Высота потолков;3 м;Вид из окон;Во двор;Отделка;Черновая,"Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",330 205 ₽/м²
24 436 563 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс, к3",Нагатинская,"74,4 м²;Общая;25,5 м²;Жилая;27,6 м²;Кухня;2 из 28;Этаж;2 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка;Площадь комнат;12.2-13.3 м²;Высота потолков;3 м;Вид из окон;Во двор;Отделка;Черновая,"Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",328 448 ₽/м²
24 564 824 ₽,"Москва, ЮАО, р-н Нагатинский затон, Ривер Парк жилой комплекс",Коломенская,"69,4 м²;Общая;48,7 м²;Жилая;9,5 м²;Кухня;2 из 19;Этаж;2 кв. 2024;Срок сдачи;Чистовая;Отделка",Тип жилья;Новостройка;Вид из окон;На улицу и двор;Отделка;Чистовая,"Сдача комплекса;Сдача в 2 кв. 2024, есть сданные;Застройщик;Аеон Девелопмент;Класс;Бизнес;Кол-во корпусов;16 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Чистовая",353 960 ₽/м²
24 634 395 ₽,"Москва, ЮАО, р-н Нагатинский затон, Ривер Парк жилой комплекс",Коломенская,"71,5 м²;Общая;33,9 м²;Жилая;9,5 м²;Кухня;16 из 19;Этаж;2 кв. 2024;Срок сдачи;Чистовая;Отделка",Тип жилья;Новостройка;Вид из окон;На улицу и двор;Отделка;Чистовая,"Сдача комплекса;Сдача в 2 кв. 2024, есть сданные;Застройщик;Аеон Девелопмент;Класс;Бизнес;Кол-во корпусов;16 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Чистовая",344 537 ₽/м²
24 542 392 ₽,"Москва, ЮАО, р-н Нагатинский затон, Ривер Парк жилой комплекс",Коломенская,"63,9 м²;Общая;48,7 м²;Жилая;9,5 м²;Кухня;11 из 19;Этаж;2 кв. 2024;Срок сдачи;Чистовая;Отделка",Тип жилья;Новостройка;Вид из окон;На улицу и двор;Отделка;Чистовая,"Сдача комплекса;Сдача в 2 кв. 2024, есть сданные;Застройщик;Аеон Девелопмент;Класс;Бизнес;Кол-во корпусов;16 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Чистовая",384 075 ₽/м²
24 505 590 ₽,"Москва, ЦАО, р-н Пресненский, Шелепихинский туп.",Шелепиха,"45,13 м²;Общая;31 из 51;Этаж;2 кв. 2024;Срок сдачи",Тип жилья;Новостройка;Площадь комнат;20.130000000000003 м²;Высота потолков;3 м,"Сдача комплекса;Сдача в 2022—2024, есть сданные;Застройщик;КОРТРОС;Класс;Бизнес;Кол-во корпусов;10 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",543 000 ₽/м²
24 400 000 ₽,"Москва, НАО (Новомосковский), Сосенское поселение, ул. Николо-Хованская, 24",Прокшино,100 м²;Общая;60 м²;Жилая;15 м²;Кухня;9 из 9;Этаж;2014;Построен,Тип жилья;Вторичка Пентхаус;Планировка;Смежно-изолированная;Площадь комнат;20+10-15-15 м²;Высота потолков;5 м;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;Во двор,Год постройки;2014;Лифты;Есть грузовой;Аварийность;Нет;Парковка;Наземная,244 000 ₽/м²
24 848 460 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32/5к3",Угрешская,"77,7 м²;Общая;36,4 м²;Жилая;24 м²;Кухня;16 из 30;Этаж;2024;Сдан;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Площадь комнат;11.5-13.7-11.2 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",319 800 ₽/м²
24 700 000 ₽,"Москва, ЮЗАО, р-н Южное Бутово, Остафьевская ул., 50к2",Бунинская аллея,128 м²;Общая;82 м²;Жилая;20 м²;Кухня;1 из 3;Этаж,Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;25-18-25-14 м²;Высота потолков;3 м;Санузел;2 совмещенных;Ремонт;Без ремонта;Вид из окон;Во двор,Тип дома;Монолитно кирпичный;Лифты;Есть;Парковка;Наземная,192 969 ₽/м²
24 890 000 ₽,"Москва, ЦАО, р-н Пресненский, Большой Тишинский пер., 38",Улица 1905 года,37 м²;Общая;5 из 7;Этаж;2022;Построен,Тип жилья;Вторичка;Ремонт;Евроремонт;Вид из окон;Во двор,Тип дома;Монолитно кирпичный;Мусоропровод;Нет,672 703 ₽/м²
25 043 729 ₽,"Москва, ЮАО, р-н Даниловский, бул. Павла Филонова",ЗИЛ,"76,7 м²;Общая;18,4 м²;Кухня;2 из 17;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",326 515 ₽/м²
24 913 745 ₽,"Москва, ЗАО, р-н Дорогомилово, проезд Проектируемый № 1824",Фили,"47,6 м²;Общая;6 из 46;Этаж;2026;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,115 м;Отделка;Черновая","Сдача комплекса;Сдача в 2026—2027;Застройщик;Аеон Девелопмент;Класс;Премиум;Кол-во корпусов;5 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Без отделки, предчистовая, черновая, чистовая",523 398 ₽/м²
25 000 000 ₽,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 120к1",Аминьевская,68 м²;Общая;32 м²;Жилая;12 м²;Кухня;12 из 31;Этаж;2022;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;13-19 м²;Высота потолков;3,1 м;Санузел;2 раздельных;Ремонт;Без ремонта;Вид из окон;Во двор","Год постройки;2022;Лифты;2 пасс., 3 груз.;Аварийность;Нет;Парковка;Подземная",367 647 ₽/м²
25 171 499 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",ЗИЛ,"76,1 м²;Общая;26,4 м²;Жилая;18,1 м²;Кухня;3 из 17;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка;Высота потолков;3 м;Вид из окон;Во двор;Отделка;Черновая,"Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",330 769 ₽/м²
25 348 640 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32к4",Волгоградский проспект,"78,7 м²;Общая;38,2 м²;Жилая;24,3 м²;Кухня;22 из 30;Этаж;2025;Сдан;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Площадь комнат;11.8-14.1-12.3 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",322 092 ₽/м²
25 221 935 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32/5к3",Угрешская,"77,2 м²;Общая;38,7 м²;Жилая;23,5 м²;Кухня;16 из 30;Этаж;2024;Сдан;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Площадь комнат;11.9-13.7-13.1 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая",,326 709 ₽/м²
25 266 960 ₽,"Москва, ЮАО, р-н Даниловский, просп. Лихачева, 12к3",Технопарк,"45,6 м²;Общая;5 из 15;Этаж;4 кв. 2022;Срок сдачи",Тип жилья;Новостройка,"Сдача комплекса;Сдача в 4 кв. 2022, есть сданные;Застройщик;TEKTA GROUP;Класс;Бизнес;Кол-во корпусов;19 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",554 100 ₽/м²
25 330 452 ₽,"Москва, ЗАО, р-н Дорогомилово, Кутузовский проезд",Фили,"42,8 м²;Общая;3 из 45;Этаж;2026;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Высота потолков;3,115 м;Отделка;Чистовая","Сдача комплекса;Сдача в 2026—2027;Застройщик;Аеон Девелопмент;Класс;Премиум;Кол-во корпусов;5 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Без отделки, предчистовая, черновая, чистовая",591 833 ₽/м²
25 629 900 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"69,27 м²;Общая;36,9 м²;Жилая;9,6 м²;Кухня;14 из 29;Этаж;4 кв. 2023;Срок сдачи",Тип жилья;Новостройка;Высота потолков;3 м;Санузел;2 совмещенных;Балкон/лоджия;1 лоджия,"Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",370 000 ₽/м²
25 595 913 ₽,"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала",ЗИЛ,"72,4 м²;Общая;23,6 м²;Кухня;2 из 11;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",353 535 ₽/м²
25 467 391 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",Нагатинская,"75,3 м²;Общая;4 из 28;Этаж;3 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",338 212 ₽/м²
25 550 100 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32/3к4",Угрешская,"67,5 м²;Общая;26 м²;Жилая;18,4 м²;Кухня;24 из 30;Этаж;2021;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;2,87 м;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",378 520 ₽/м²
25 470 266 ₽,"Москва, ЮВАО, р-н Южнопортовый, Метрополия жилой комплекс",Угрешская,"83,2 м²;Общая;18,9 м²;Кухня;3 из 29;Этаж;2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;2,87 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",306 133 ₽/м²
25 713 097 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс, к3",Нагатинская,"75,8 м²;Общая;28,7 м²;Жилая;31,4 м²;Кухня;3 из 28;Этаж;2 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка;Площадь комнат;17.0-11.7 м²;Высота потолков;3 м;Вид из окон;Во двор;Отделка;Черновая,"Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",339 223 ₽/м²
25 797 900 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32/3к5",Волгоградский проспект,"67,8 м²;Общая;31 м²;Жилая;22,8 м²;Кухня;12 из 30;Этаж;2021;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;2,87 м;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",380 500 ₽/м²
25 789 170 ₽,"Москва, ЦАО, р-н Пресненский, Шелепихинский туп.",Шелепиха,"45,97 м²;Общая;15,1 м²;Жилая;16,7 м²;Кухня;40 из 51;Этаж;2 кв. 2024;Срок сдачи",Тип жилья;Новостройка;Площадь комнат;15.12 м²;Высота потолков;3 м;Санузел;1 совмещенный,"Сдача комплекса;Сдача в 2022—2024, есть сданные;Застройщик;КОРТРОС;Класс;Бизнес;Кол-во корпусов;10 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки",561 000 ₽/м²
25 749 552 ₽,"Москва, ЗАО, р-н Дорогомилово, Кутузовский проезд",Фили,"41,8 м²;Общая;3 из 45;Этаж;2026;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Высота потолков;3,115 м;Отделка;Чистовая","Сдача комплекса;Сдача в 2026—2027;Застройщик;Аеон Девелопмент;Класс;Премиум;Кол-во корпусов;5 корпусов;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Без отделки, предчистовая, черновая, чистовая",616 018 ₽/м²
25 853 404 ₽,"Москва, САО, р-н Головинский, Пулковская ул., 2",Водный стадион,"69,3 м²;Общая;33,2 м²;Жилая;22,5 м²;Кухня;2 из 29;Этаж;1 кв. 2022;Сдан;Чистовая;Отделка",Тип жилья;Новостройка;Отделка;Чистовая,,373 065 ₽/м²
25 900 000 ₽,"Москва, САО, р-н Головинский, Пулковская ул., 2",Водный стадион,"62,7 м²;Общая;25 м²;Жилая;18 м²;Кухня;9 из 26;Этаж;2022;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;10+15 м²;Высота потолков;2,85 м;Санузел;2 раздельных;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;Во двор","Год постройки;2022;Лифты;1 пасс., 3 груз.;Аварийность;Нет;Парковка;Подземная",413 078 ₽/м²
26 001 791 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",Нагатинская,"67,8 м²;Общая;27,5 м²;Жилая;12,1 м²;Кухня;10 из 28;Этаж;3 кв. 2024;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка;Площадь комнат;14.0-13.5 м²;Высота потолков;3 м;Вид из окон;Во двор;Отделка;Черновая,"Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",383 507 ₽/м²
