Price,Address,Metro,Summary,General Information,Building Information,Price per meter
16 814 506 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",Нагатинская,"46,3 м²;Общая;15,8 м²;Кухня;2 из 28;Этаж;3 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",363 164 ₽/м²
16 780 866 ₽,"Москва, ЮАО, р-н Даниловский, ул. Петра Кончаловского",ЗИЛ,"42,1 м²;Общая;16,5 м²;Кухня;7 из 9;Этаж;4 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",398 595 ₽/м²
16 881 760 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"55,43 м²;Общая;27,2 м²;Жилая;10,6 м²;Кухня;19 из 29;Этаж;4 кв. 2023;Срок сдачи",Тип жилья;Новостройка;Высота потолков;3 м;Санузел;2 совмещенных,"Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",304 560 ₽/м²
16 888 929 ₽,"Москва, ЮВАО, р-н Южнопортовый, Метрополия жилой комплекс",Угрешская,"57,2 м²;Общая;17 м²;Кухня;5 из 29;Этаж;2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;2,87 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",295 261 ₽/м²
17 013 600 ₽,"Москва, ЮАО, р-н Бирюлево Восточное, Михневская ул., 8",Аннино,"81,6 м²;Общая;44 м²;Жилая;10,7 м²;Кухня;19 из 45;Этаж;4 кв. 2013;Сдан",Тип жилья;Новостройка,,208 500 ₽/м²
17 000 000 ₽,"Москва, СВАО, р-н Ярославский, ул. Красная Сосна, 3А",Ростокино,"61,5 м²;Общая;33,6 м²;Жилая;8,4 м²;Кухня;10 из 21;Этаж;2021;Построен","Тип жилья;Вторичка;Площадь комнат;14,9-18,7 м²;Санузел;1 совмещенный, 1 раздельный;Балкон/лоджия;1 лоджия;Ремонт;Без ремонта;Вид из окон;Во двор","Год постройки;2021;Лифты;2 пасс., 1 груз.;Аварийность;Нет;Мусоропровод;Есть",276 423 ₽/м²
17 048 643 ₽,"Москва, ВАО, р-н Богородское, Открытое ш.",Бульвар Рокоссовского,"55,62 м²;Общая;30 м²;Жилая;10,8 м²;Кухня;19 из 29;Этаж;4 кв. 2023;Срок сдачи",Тип жилья;Новостройка;Высота потолков;3 м;Санузел;1 совмещенный,"Сдача комплекса;Сдача в 4 кв. 2023;Застройщик;3SGroup;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая, чистовая",306 520 ₽/м²
17 045 208 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32к4",Волгоградский проспект,"58,4 м²;Общая;21,1 м²;Кухня;6 из 30;Этаж;2025;Сдан;Чистовая;Отделка","Тип жилья;Новостройка Апартаменты;Планировка;Изолированная;Высота потолков;2,87 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",291 870 ₽/м²
16 900 000 ₽,"Москва, ЮВАО, р-н Люблино, Люблинская ул., 113",Депо,68 м²;Общая;13 м²;Кухня;6 из 10;Этаж;2020;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,8 м;Санузел;2 раздельных;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;На улицу и двор","Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Подземная",248 529 ₽/м²
17 000 000 ₽,"Москва, ЮАО, р-н Даниловский, просп. Лихачева, 10к2",Технопарк,"35,5 м²;Общая;11 из 17;Этаж;2022;Построен",Тип жилья;Вторичка;Высота потолков;3 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Без ремонта;Вид из окон;Во двор,Тип дома;Монолитно кирпичный;Мусоропровод;Нет,478 873 ₽/м²
16 999 000 ₽,"Москва, САО, р-н Войковский, Старопетровский проезд, 8",Балтийская,"44 м²;Общая;19,7 м²;Жилая;13,9 м²;Кухня;9 из 23;Этаж;2021;Построен","Тип жилья;Вторичка;Высота потолков;3,1 м;Санузел;1 совмещенный;Балкон/лоджия;1 лоджия;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2021;Лифты;1 пасс., 1 груз.;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Нет",386 341 ₽/м²
17 175 489 ₽,"Москва, ЮАО, р-н Даниловский, Шагал жилой комплекс",Технопарк,"39,3 м²;Общая;11,9 м²;Кухня;11 из 27;Этаж;1 кв. 2025;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;3,1 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 2024—2025;Застройщик;Группа Эталон;Класс;Бизнес;Кол-во корпусов;20 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная;Отделка;Без отделки, черновая",437 035 ₽/м²
17 156 981 ₽,"Москва, ЮВАО, р-н Южнопортовый, Волгоградский просп., 32к4",Волгоградский проспект,"44,2 м²;Общая;17,2 м²;Кухня;22 из 30;Этаж;2023;Сдан;Чистовая;Отделка","Тип жилья;Новостройка;Высота потолков;2,87 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;MR Group;Класс;Бизнес;Кол-во корпусов;11 корпусов;Тип дома;Монолитно-кирпичный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая",388 167 ₽/м²
