Price,Address,Metro,Summary,General Information,Building Information
31 099 999 ₽,"Москва, САО, р-н Беговой, ул. 1-я Ямского Поля, 28С3",Белорусская,"52,75 м²;Общая;15,8 м²;Жилая;25,2 м²;Кухня;8 из 21;Этаж;3 кв. 2024;Срок сдачи;Предчистовая;Отделка",Тип жилья;Новостройка Апартаменты;Площадь комнат;15.78 м²;Высота потолков;3 м;Санузел;1 совмещенный;Вид из окон;Во двор,"Сдача комплекса;Сдача в 3 кв. 2024;Застройщик;GloraX;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, черновая"
117 243 750 ₽,"Москва, ЦАО, р-н Пресненский, ул. Костикова",Улица 1905 года,"120,25 м²;Общая;40,6 м²;Жилая;41,9 м²;Кухня;18 из 21;Этаж;4 кв. 2022;Срок сдачи;Чистовая;Отделка",Тип жилья;Новостройка;Высота потолков;3 м;Санузел;2 совмещенных;Вид из окон;Во двор;Отделка;Чистовая,"Сдача комплекса;Сдача в 4 кв. 2022;Застройщик;VESPER;Класс;Премиум;Кол-во корпусов;8 корпусов;Тип дома;Монолитный;Парковка;Подземная;Отделка;Чистовая, чистовая с мебелью"
16 891 315 ₽,"Москва, САО, р-н Савеловский, Башиловская ул., 31",Дмитровская,"37,36 м²;Общая;10,6 м²;Жилая;18,9 м²;Кухня;6 из 43;Этаж;2025;Срок сдачи;Чистовая;Отделка",Тип жилья;Новостройка;Площадь комнат;10.61 м²;Высота потолков;3 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Чистовая,"Сдача комплекса;Сдача в 2 кв. 2025;Застройщик;MR Group;Класс;Премиум;Кол-во корпусов;4 корпуса;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая"
26 130 506 ₽,"Москва, НАО (Новомосковский), Внуковское поселение, Переделкино Ближнее микрорайон, 17-я фаза",Рассказовка,"109,6 м²;Общая;56,6 м²;Жилая;17 из 17;Этаж;3 кв. 2025;Срок сдачи;Чистовая;Отделка",Тип жилья;Новостройка;Отделка;Чистовая,"Сдача комплекса;Сдача в 2022—2025, есть сданные;Застройщик;Абсолют Недвижимость;Класс;Комфорт;Кол-во корпусов;75 корпусов;Тип дома;Панельный, монолитный;Парковка;Отдельная многоуровневая, гостевая;Отделка;Без отделки, чистовая"
25 064 000 ₽,"Москва, САО, р-н Беговой, Северный административный округ, Слава жилой комплекс, к5",Белорусская,"48,2 м²;Общая;5,4 м²;Кухня;8 из 16;Этаж;1 кв. 2023;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка Апартаменты;Площадь комнат;16.8+14.9 м²;Высота потолков;3,13 м;Санузел;1 совмещенный, 1 раздельный;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдача в 1 кв. 2023;Застройщик;MR Group;Класс;Премиум;Кол-во корпусов;3 корпуса;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, черновая"
49 900 000 ₽,"Москва, ЗАО, р-н Раменки, Минская ул., 1ГК1",Ломоносовский проспект,140 м²;Общая;3 из 22;Этаж;2005;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Санузел;2 совмещенных, 1 раздельный;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;2005;Тип дома;Монолитный;Тип перекрытий;Железобетонные;Подъезды;6;Лифты;3 пасс.;Отопление;Индивидуальный тепловой пункт;Аварийность;Нет
324 000 000 ₽,"Москва, ЦАО, р-н Якиманка, ул. Большая Полянка, 9",Полянка,180 м²;Общая;54 м²;Кухня;4 из 6;Этаж;1 кв. 2022;Сдан;Чистовая;Отделка,"Тип жилья;Новостройка Апартаменты;Высота потолков;3,3 м;Санузел;2 совмещенных, 1 раздельный;Вид из окон;Во двор;Отделка;Чистовая",
23 500 000 ₽,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/6",Аэропорт,"40,4 м²;Общая;14 м²;Жилая;8 м²;Кухня;15 из 40;Этаж;2021;Построен","Тип жилья;Вторичка;Высота потолков;3,1 м;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;Во двор",Год постройки;2021;Лифты;Есть;Аварийность;Нет;Парковка;Подземная
23 889 452 ₽,"Москва, САО, р-н Дмитровский, Дмитровское ш., 107к1",Яхромская,"87,6 м²;Общая;2 из 24;Этаж;3 кв. 2021;Сдан;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;2,78 м;Вид из окон;Во двор;Отделка;Черновая","Сдача комплекса;Сдан;Застройщик;Группа Эталон;Класс;Комфорт;Кол-во корпусов;11 корпусов;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Без отделки, черновая, чистовая"
19 142 900 ₽,"Москва, СВАО, р-н Отрадное, Отрадная ул., 4А",Отрадное,"66,7 м²;Общая;33,1 м²;Жилая;10,4 м²;Кухня;16 из 28;Этаж;3 кв. 2024;Срок сдачи",Тип жилья;Новостройка;Высота потолков;3 м,"Сдача комплекса;Сдача в 3 кв. 2024;Застройщик;Концерн КРОСТ;Класс;Бизнес;Кол-во корпусов;1 корпус;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Без отделки"
25 200 000 ₽,"Москва, САО, р-н Хорошевский, Хорошевское ш., 12к1",Беговая,"85,5 м²;Общая;48,5 м²;Жилая;10,1 м²;Кухня;20 из 32;Этаж;2010;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;11.8-17.7-19 м²;Высота потолков;2,7 м;Санузел;2 совмещенных, 1 раздельный;Ремонт;Косметический;Вид из окон;На улицу","Год постройки;2010;Тип дома;Монолитный;Лифты;4 пасс., 1 груз.;Аварийность;Нет;Парковка;Открытая;Мусоропровод;Нет"
49 010 500 ₽,"Москва, ЗАО, р-н Тропарево-Никулино, просп. Вернадского",,"104,5 м²;Общая;55,7 м²;Жилая;18,5 м²;Кухня;5 из 25;Этаж;1 кв. 2024;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка;Площадь комнат;55.7 м²;Высота потолков;3,1 м;Санузел;1 совмещенный, 1 раздельный;Вид из окон;Во двор;Отделка;Нет","Сдача комплекса;Сдача в 1 кв. 2024;Застройщик;Sezar Group;Класс;Бизнес;Кол-во корпусов;1 корпус;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Без отделки"
33 100 000 ₽,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 120к2",Аминьевская,"77 м²;Общая;30,9 м²;Жилая;23,5 м²;Кухня;8 из 25;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;15.6-15.3 м²;Высота потолков;3,1 м;Санузел;2 раздельных;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2021;Лифты;2 пасс., 1 груз.;Аварийность;Нет"
66 000 000 ₽,"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9к4",Улица 1905 года,72 м²;Общая;50 м²;Жилая;10 м²;Кухня;10 из 19;Этаж;2017;Построен,Тип жилья;Вторичка;Высота потолков;3 м;Санузел;2 раздельных;Балкон/лоджия;1 лоджия;Ремонт;Дизайнерский;Вид из окон;Во двор,Год постройки;2017;Тип дома;Монолитный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;2 всего;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть
120 000 000 ₽,"Москва, ЦАО, р-н Пресненский, 2-я Черногрязская ул., 6к1",Улица 1905 года,"116,53 м²;Общая;61 м²;Жилая;14,8 м²;Кухня;3 из 11;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;2 совмещенных;Балкон/лоджия;1 лоджия;Ремонт;Евроремонт;Вид из окон;Во двор,Год постройки;2017;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;2 всего;Отопление;Центральное;Аварийность;Нет;Парковка;Многоуровневая
28 200 000 ₽,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 120к2",Аминьевская,"68,2 м²;Общая;29,5 м²;Жилая;21,4 м²;Кухня;8 из 10;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;15-14.5 м²;Высота потолков;3,1 м;Санузел;2 раздельных;Ремонт;Без ремонта;Вид из окон;Во двор","Год постройки;2021;Лифты;2 пасс., 1 груз.;Аварийность;Нет"
25 076 675 ₽,"Москва, САО, р-н Коптево, Старокоптевский пер., 4",Коптево,"76,57 м²;Общая;26,8 м²;Жилая;31,3 м²;Кухня;20 из 22;Этаж;1 кв. 2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;12.94-13.81 м²;Высота потолков;2,87 м;Санузел;2 совмещенных;Вид из окон;На улицу и двор;Отделка;Чистовая","Сдача комплекса;Сдача в 1 кв. 2024;Застройщик;ГК Основа;Класс;Бизнес;Кол-во корпусов;1 корпус;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Без отделки, чистовая"
32 002 901 ₽,"Москва, ЗАО, р-н Раменки, Винницкая ул., 8к1",Раменки,"59,7 м²;Общая;28,4 м²;Жилая;11,3 м²;Кухня;12 из 28;Этаж;4 кв. 2022;Срок сдачи","Тип жилья;Новостройка;Высота потолков;3,12 м;Санузел;2 раздельных;Балкон/лоджия;1 лоджия",
28 000 000 ₽,"Москва, СЗАО, р-н Хорошево-Мневники, Шелепихинская наб., 34к3",Шелепиха,70 м²;Общая;19 м²;Кухня;23 из 41;Этаж;2020;Построен,"Тип жилья;Вторичка;Планировка;Изолированная;Санузел;1 совмещенный, 1 раздельный;Ремонт;Без ремонта;Вид из окон;Во двор",Год постройки;2020;Строительная серия;Индивидуальный проект;Тип дома;Монолитный;Тип перекрытий;Железобетонные;Подъезды;4;Лифты;24 всего;Отопление;Индивидуальный тепловой пункт;Аварийность;Нет;Мусоропровод;Есть
20 685 276 ₽,"Москва, СВАО, р-н Бутырский, Руставели 14 жилой комплекс, к1/2",Бутырская,"86,6 м²;Общая;54,8 м²;Жилая;5 м²;Кухня;2 из 32;Этаж;3 кв. 2023;Срок сдачи;Предчистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;11.2-10.5-16.1-17 м²;Высота потолков;2,65 м;Санузел;2 совмещенных","Сдача комплекса;Сдача в 2023—2025;Застройщик;ПИК;Класс;Комфорт;Кол-во корпусов;7 корпусов;Тип дома;Панельный, монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая, чистовая"
26 115 075 ₽,"Москва, ЮАО, р-н Нагатино-Садовники, Нагатинская ул., к2вл1",Нагатинская,"82,79 м²;Общая;41,4 м²;Жилая;18,6 м²;Кухня;4 из 28;Этаж;3 кв. 2025;Срок сдачи;Предчистовая;Отделка","Тип жилья;Новостройка;Высота потолков;3,15 м;Вид из окон;На улицу и двор",
146 856 402 ₽,"Москва, ЗАО, р-н Дорогомилово, Поклонная ул., 9",Кутузовская,"128,1 м²;Общая;108,1 м²;Жилая;25 из 32;Этаж;2 кв. 2023;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка Апартаменты;Высота потолков;3,2 м;Отделка;Чистовая","Сдача комплекса;Сдача в 2 кв. 2023;Застройщик;ANT Development;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитно-кирпичный;Парковка;Подземная, гостевая;Отделка;Чистовая"
38 900 000 ₽,"Москва, САО, р-н Хорошевский, Ленинградский просп., 37/3",Аэропорт,"63,7 м²;Общая;31 м²;Жилая;14,8 м²;Кухня;10 из 41;Этаж","Тип жилья;Вторичка;Площадь комнат;13-18 м²;Санузел;1 совмещенный, 1 раздельный;Ремонт;Без ремонта;Вид из окон;Во двор",Тип дома;Монолитный;Парковка;Подземная
50 783 330 ₽,"Москва, САО, р-н Савеловский, ул. Верхняя Масловка, 20",Петровский Парк,113 м²;Общая;8 из 8;Этаж;2 кв. 2024;Срок сдачи,Тип жилья;Новостройка Апартаменты,Сдача комплекса;Сдача в 2 кв. 2024;Застройщик;Glincom;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитный;Парковка;-;Отделка;Без отделки
25 325 622 ₽,"Москва, САО, р-н Головинский, Кронштадтский бул., к1/6",Водный стадион,"96,6 м²;Общая;51,9 м²;Жилая;14,8 м²;Кухня;31 из 32;Этаж;3 кв. 2023;Срок сдачи;Предчистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;13.1-13.2-12.8-12.8 м²;Высота потолков;2,7 м;Санузел;3 совмещенных","Сдача комплекса;Сдача в 2022—2024;Застройщик;ПИК;Класс;Бизнес;Кол-во корпусов;7 корпусов;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Предчистовая"
21 527 451 ₽,"Москва, СВАО, р-н Марфино, Ботаническая ул., 29К1",Владыкино,"58,77 м²;Общая;38,8 м²;Жилая;7,7 м²;Кухня;4 из 5;Этаж;1 кв. 2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка Апартаменты;Площадь комнат;14.8-12.69-11.3 м²;Высота потолков;2,76 м;Санузел;1 совмещенный;Вид из окон;На улицу;Отделка;Чистовая","Сдача комплекса;Сдача в 1 кв. 2024;Застройщик;ГК Основа;Класс;Бизнес;Кол-во корпусов;3 корпуса;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Без отделки, чистовая"
27 782 000 ₽,"Москва, ЗАО, р-н Фили-Давыдково, ул. Ивана Франко, 6",Кунцевская,"95,8 м²;Общая;60,5 м²;Жилая;10 м²;Кухня;17 из 29;Этаж;3 кв. 2022;Сдан;Без отделки;Отделка",Тип жилья;Новостройка Апартаменты;Площадь комнат;11.5-14.2-20.9-13.9 м²;Высота потолков;3 м;Санузел;2 совмещенных;Вид из окон;На улицу и двор;Отделка;Нет,"Сдача комплекса;Сдан;Застройщик;ГК Основа;Класс;Бизнес;Кол-во корпусов;4 корпуса;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Без отделки, черновая, чистовая"
37 717 500 ₽,"Москва, САО, р-н Сокол, ул. Врубеля, 4",Панфиловская,"53,5 м²;Общая;16 м²;Жилая;16,4 м²;Кухня;7 из 12;Этаж;4 кв. 2022;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка;Высота потолков;4,1 м;Санузел;1 совмещенный;Вид из окон;На улицу;Отделка;Черновая",Сдача комплекса;Сдача в 4 кв. 2022;Застройщик;ИНТЕКО;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитный;Парковка;Подземная;Отделка;Черновая
30 000 000 ₽,"Москва, САО, р-н Хорошевский, ул. Авиаконструктора Сухого, 2к2",ЦСКА,"56,7 м²;Общая;42 м²;Жилая;7 из 24;Этаж;2017;Построен",Тип жилья;Вторичка;Площадь комнат;20+22 м²;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;На улицу и двор,Год постройки;2017;Тип дома;Монолитный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет
66 000 000 ₽,"Москва, ЦАО, р-н Пресненский, ул. Сергея Макеева, 9к3",Улица 1905 года,72 м²;Общая;34 м²;Жилая;20 м²;Кухня;10 из 17;Этаж,"Тип жилья;Вторичка;Площадь комнат;16-18 м²;Санузел;1 совмещенный, 1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;Во двор",Год постройки;2017;Тип дома;Монолитный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;4 всего;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная
32 207 778 ₽,"Москва, СВАО, р-н Останкинский, Сельскохозяйственная ул., 37",Ботанический сад,"127,9 м²;Общая;72 м²;Жилая;25,1 м²;Кухня;2 из 18;Этаж;3 кв. 2021;Сдан;Без отделки;Отделка",Тип жилья;Новостройка;Площадь комнат;20.25-19.77-16.26-15.75 м²;Высота потолков;3 м;Санузел;3 совмещенных;Вид из окон;На улицу и двор;Отделка;Нет,"Сдача комплекса;Сдача в 3 кв. 2023, есть сданные;Застройщик;ПИК;Класс;Бизнес;Кол-во корпусов;8 корпусов;Тип дома;Монолитный;Парковка;Подземная, отдельная многоуровневая, гостевая;Отделка;Без отделки, чистовая"
62 793 953 ₽,"Москва, ЦАО, р-н Замоскворечье, ул. Щипок, 26С2",Серпуховская,"100,61 м²;Общая;71,9 м²;Жилая;8,1 м²;Кухня;2 из 8;Этаж;1 кв. 2024;Срок сдачи;Черновая;Отделка","Тип жилья;Новостройка Апартаменты;Планировка;Смежно-изолированная;Площадь комнат;30-17-15 м²;Высота потолков;3,1 м;Санузел;2 совмещенных, 1 раздельный;Вид из окон;На улицу;Отделка;Черновая","Сдача комплекса;Сдача в 2 кв. 2024;Застройщик;Ziggurat;Класс;Премиум;Кол-во корпусов;1 корпус;Тип дома;Монолитно-кирпичный;Парковка;Подземная;Отделка;Предчистовая, черновая"
40 830 000 ₽,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с1",Тестовская,"67,3 м²;Общая;42 из 65;Этаж;2020;Построен",Тип жилья;Вторичка Апартаменты;Ремонт;Без ремонта;Вид из окон;На улицу и двор,Тип дома;Монолитный;Парковка;Подземная
40 200 000 ₽,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 120к1",Аминьевская,"103,6 м²;Общая;50,5 м²;Жилая;24,4 м²;Кухня;2 из 25;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;18.5-15-17 м²;Высота потолков;3,1 м;Санузел;3 раздельных;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2022;Лифты;2 пасс., 1 груз.;Аварийность;Нет"
128 000 000 ₽,"Москва, ЦАО, р-н Тверской, ул. Фадеева, 4А",Новослободская,"118,2 м²;Общая;4 из 10;Этаж",Тип жилья;Вторичка;Ремонт;Дизайнерский;Вид из окон;Во двор,"Год постройки;2013;Тип дома;Монолитный;Тип перекрытий;Железобетонные;Подъезды;9;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная"
39 000 000 ₽,"Москва, ЦАО, р-н Якиманка, Мытная ул., 40к2",Шаболовская,"131 м²;Общая;71,3 м²;Жилая;25 м²;Кухня;6 из 22;Этаж;2022;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;26.3-25-20 м²;Высота потолков;3,2 м;Санузел;2 раздельных;Ремонт;Без ремонта;Вид из окон;Во двор","Год постройки;2021;Лифты;2 пасс., 1 груз.;Аварийность;Нет"
29 559 146 ₽,"Москва, ЮВАО, р-н Лефортово, Юго-Восточный административный округ, 4-й микрорайон, Красноказарменная 15 жилой комплекс, к1/1",Авиамоторная,"103 м²;Общая;55,5 м²;Жилая;15,6 м²;Кухня;2 из 26;Этаж;3 кв. 2022;Сдан;Без отделки;Отделка","Тип жилья;Новостройка;Площадь комнат;16.9-14-13.8-10.8 м²;Высота потолков;2,7 м;Санузел;2 совмещенных;Отделка;Нет",
35 000 000 ₽,"Москва, ЗАО, р-н Тропарево-Никулино, Никулинская ул., 12К1",Юго-Западная,"80,5 м²;Общая;15 из 25;Этаж;2006;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,95 м;Санузел;1 раздельный;Ремонт;Дизайнерский;Вид из окон;На улицу и двор","Год постройки;2006;Тип дома;Монолитный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;1 пасс., 1 груз.;Отопление;Центральное;Аварийность;Нет"
72 557 760 ₽,"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 8с1",Деловой центр,"192,4 м²;Общая;160 м²;Жилая;25 м²;Кухня;27 из 75;Этаж;2010;Построен","Тип жилья;Вторичка Апартаменты;Планировка;Смежно-изолированная;Высота потолков;3,5 м;Санузел;2 совмещенных, 1 раздельный;Ремонт;Дизайнерский;Вид из окон;На улицу и двор","Год постройки;2010;Тип дома;Монолитный;Лифты;4 пасс., 2 груз.;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Нет"
22 000 000 ₽,"Москва, САО, р-н Левобережный, Фестивальная ул., 15к24/3",Речной вокзал,64 м²;Общая;40 м²;Жилая;10 м²;Кухня;34 из 35;Этаж;3 кв. 2023;Срок сдачи;Без отделки;Отделка,,
36 000 000 ₽,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 22с2",Тестовская,"63,7 м²;Общая;43 м²;Жилая;20 м²;Кухня;21 из 78;Этаж;2020;Построен","Тип жилья;Вторичка Апартаменты;Планировка;Смежно-изолированная;Высота потолков;3,5 м;Санузел;1 совмещенный;Ремонт;Дизайнерский;Вид из окон;На улицу и двор","Год постройки;2020;Тип дома;Монолитный;Лифты;4 пасс., 2 груз.;Аварийность;Нет;Парковка;Подземная;Мусоропровод;Нет"
99 000 000 ₽,"Москва, САО, р-н Беговой, Верхняя ул., 20к1",Белорусская,"126,6 м²;Общая;38 м²;Жилая;55 м²;Кухня;6 из 24;Этаж;2018;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;20-18 м²;Санузел;3 раздельных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор,"Год постройки;2018;Лифты;2 пасс., 1 груз.;Аварийность;Нет"
57 528 000 ₽,"Москва, ЗАО, р-н Фили-Давыдково, Кастанаевская ул., 66",Кунцевская,"122,4 м²;Общая;82,4 м²;Жилая;15 из 24;Этаж;4 кв. 2021;Сдан;Черновая;Отделка","Тип жилья;Новостройка;Планировка;Изолированная;Высота потолков;2,95 м;Отделка;Черновая",
33 778 680 ₽,"Москва, ЮЗАО, р-н Черемушки, ул. Наметкина, вл10",Новые Черемушки,"110,1 м²;Общая;78,3 м²;Жилая;5 м²;Кухня;17 из 29;Этаж;4 кв. 2025;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка Апартаменты;Площадь комнат;15.1-21.3-20-21.9 м²;Высота потолков;3,1 м;Санузел;2 совмещенных;Отделка;Чистовая","Сдача комплекса;Сдача в 4 кв. 2025;Застройщик;ГК Основа;Класс;Бизнес;Кол-во корпусов;1 корпус;Тип дома;Монолитный;Парковка;Подземная;Отделка;Без отделки, предчистовая, черновая"
141 064 980 ₽,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., 1к3",Славянский бульвар,290 м²;Общая;29 из 31;Этаж;2008;Построен,Тип жилья;Вторичка Пентхаус;Санузел;3 совмещенных;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский;Вид из окон;Во двор,Год постройки;2008;Строительная серия;Индивидуальный проект;Тип дома;Монолитный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;3 пасс.;Отопление;Автономная котельная;Аварийность;Нет
15 880 488 ₽,"Москва, СВАО, р-н Марьина роща, Октябрьская ул., 98",,"59,8 м²;Общая;27,2 м²;Жилая;21 из 24;Этаж;4 кв. 2024;Срок сдачи;Без отделки;Отделка","Тип жилья;Новостройка Апартаменты;Планировка;Изолированная;Высота потолков;2,8 м;Санузел;1 совмещенный;Вид из окон;Во двор;Отделка;Нет","Сдача комплекса;Сдача в 4 кв. 2024;Застройщик;ГК МИЦ;Класс;Бизнес;Кол-во корпусов;1 корпус;Тип дома;Монолитно-кирпичный;Парковка;Подземная, отдельная многоуровневая;Отделка;Без отделки"
42 000 000 ₽,"Москва, ЦАО, р-н Пресненский, Краснопресненская наб., вл14с1кБ",Выставочная,"49,02 м²;Общая;40,9 м²;Жилая;8 из 65;Этаж;1 кв. 2023;Срок сдачи;Черновая;Отделка",Тип жилья;Новостройка;Отделка;Черновая,"Сдача комплекса;Сдача в 1 кв. 2023;Застройщик;Capital Group;Класс;Премиум;Кол-во корпусов;3 корпуса;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;-"
15 532 901 ₽,"Москва, НАО (Новомосковский), Коммунарка поселок, ул. Потаповская Роща, 20к1",Улица Горчакова,"45,8 м²;Общая;22,7 м²;Жилая;9,7 м²;Кухня;14 из 15;Этаж;1 кв. 2023;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;11.5 11.2 м²;Высота потолков;2,99 м;Санузел;1 совмещенный;Балкон/лоджия;1 балкон;Вид из окон;На улицу и двор;Отделка;Чистовая",
360 000 000 ₽,"Москва, ЦАО, р-н Басманный, ул. Машкова, 1",Красные ворота,345 м²;Общая;154 м²;Жилая;25 м²;Кухня;1 из 9;Этаж;2002;Построен,"Тип жилья;Вторичка;Балкон/лоджия;3 балкона, 1 лоджия;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;2002;Строительная серия;Индивидуальный проект;Тип дома;Монолитный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;Есть;Отопление;Автономная котельная;Аварийность;Нет;Мусоропровод;Есть
46 544 000 ₽,"Москва, ЗАО, р-н Очаково-Матвеевское, ул. Генерала Дорохова",Минская,137 м²;Общая;61 м²;Жилая;20 м²;Кухня;42 из 56;Этаж;2 кв. 2024;Срок сдачи;Без отделки;Отделка,,
29 000 000 ₽,"Москва, ЗАО, р-н Раменки, Вест Гарден жилой комплекс, к13",Минская,"68,7 м²;Общая;49 м²;Жилая;4,3 м²;Кухня;4 из 14;Этаж",,
31 500 000 ₽,"Москва, ЗАО, р-н Раменки, ул. Лобачевского, 120к2",Аминьевская,"103,6 м²;Общая;52 м²;Жилая;15,3 м²;Кухня;3 из 25;Этаж;2021;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;18.3-16.9-16.8 м²;Высота потолков;3,1 м;Санузел;2 раздельных;Балкон/лоджия;2 балкона;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2021;Лифты;2 пасс., 1 груз.;Аварийность;Нет"
23 900 000 ₽,"Москва, САО, р-н Беговой, Ленинградский просп., 29к1",Динамо,"67 м²;Общая;40,4 м²;Жилая;3 из 18;Этаж;2018;Построен","Тип жилья;Вторичка Апартаменты;Высота потолков;3,2 м;Санузел;2 раздельных;Ремонт;Без ремонта;Вид из окон;На улицу и двор",Год постройки;2018;Тип дома;Монолитный;Лифты;Есть;Аварийность;Нет;Парковка;Подземная
132 300 000 ₽,"Москва, ЦАО, р-н Хамовники, ул. Остоженка, 11",Кропоткинская,"182,4 м²;Общая;100 м²;Жилая;25 м²;Кухня;2 из 6;Этаж;2012;Построен",Тип жилья;Вторичка;Площадь комнат;100 м²;Ремонт;Без ремонта;Вид из окон;На улицу,Год постройки;2012;Строительная серия;Индивидуальный проект;Тип дома;Монолитный;Тип перекрытий;Железобетонные;Подъезды;5;Лифты;2 пасс.;Отопление;Центральное;Аварийность;Нет;Мусоропровод;Есть
18 922 400 ₽,"Москва, СЗАО, р-н Покровское-Стрешнево, Строительный проезд, 9С6",,"87,2 м²;Общая;51,2 м²;Жилая;10,3 м²;Кухня;5 из 43;Этаж;2 кв. 2025;Срок сдачи;Предчистовая;Отделка",Тип жилья;Новостройка;Площадь комнат;19-17-15.2 м²;Высота потолков;3 м,"Сдача комплекса;Сдача в 2 кв. 2025;Застройщик;ГК ФСК;Класс;Бизнес;Кол-во корпусов;1 корпус;Тип дома;Монолитный;Парковка;Подземная, гостевая;Отделка;Без отделки, предчистовая"
13 857 966 ₽,"Москва, САО, р-н Западное Дегунино, Северный административный округ, Бусиновский Парк жилой комплекс",Яхромская,"78,6 м²;Общая;33,9 м²;Жилая;24,5 м²;Кухня;2 из 33;Этаж;3 кв. 2024;Срок сдачи;Чистовая;Отделка","Тип жилья;Новостройка;Площадь комнат;9.2-13.7-11 м²;Высота потолков;2,62 м;Санузел;2 совмещенных;Отделка;Чистовая","Сдача комплекса;Сдача в 2023—2024, есть сданные;Застройщик;ПИК;Класс;Комфорт;Кол-во корпусов;8 корпусов;Тип дома;Монолитный;Парковка;Подземная, отдельная многоуровневая, гостевая;Отделка;Чистовая"
