Price,Address,Metro,Summary,General Information,Building Information,Price per meter
79 000 000 ₽,"Москва, САО, р-н Хорошевский, Чапаевский пер., 3",Сокол,165 м²;Общая;70 м²;Жилая;15 м²;Кухня;6 из 57;Этаж,Тип жилья;Вторичка;Площадь комнат;10-17-20-20 м²;Ремонт;Евроремонт,Год постройки;2006;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;8;Лифты;43 всего;Отопление;Центральное;Аварийность;Нет,478 788 ₽/м²
24 700 000 ₽,"Москва, ЦАО, р-н Красносельский, Краснопрудная ул., 1",Комсомольская,"83,1 м²;Общая;6,4 м²;Кухня;8 из 9;Этаж;1961;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;1 раздельный;Балкон/лоджия;1 балкон;Ремонт;Дизайнерский,Год постройки;1961;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;6;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Мусоропровод;Есть;Газоснабжение;Центральное,297 232 ₽/м²
170 736 720 ₽,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 29",Арбатская,215 м²;Общая;20 м²;Кухня;14 из 17;Этаж;1998;Построен,"Тип жилья;Вторичка;Высота потолков;3,2 м;Санузел;3 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1998;Строительная серия;Индивидуальный проект;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;1;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная,794 124 ₽/м²
59 900 000 ₽,"Москва, ЦАО, р-н Мещанский, Цветной бул., 16/1",Трубная,"139 м²;Общая;12,5 м²;Кухня;2 из 5;Этаж;1996;Построен","Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;2,8 м;Санузел;2 совмещенных;Балкон/лоджия;2 лоджии;Ремонт;Евроремонт;Вид из окон;На улицу и двор",Год постройки;1996;Строительная серия;Индивидуальный проект;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,430 935 ₽/м²
145 000 000 ₽,"Москва, ЦАО, р-н Пресненский, Краснопресненская наб., 2/1",Баррикадная,260 м²;Общая;20 м²;Кухня;5 из 20;Этаж;1955;Построен,Тип жилья;Вторичка;Высота потолков;3 м;Санузел;3 совмещенных;Ремонт;Дизайнерский;Вид из окон;На улицу и двор,Год постройки;1954;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;8;Лифты;Есть;Отопление;Центральное;Аварийность;Нет,557 692 ₽/м²
262 202 820 ₽,"Москва, ЦАО, р-н Пресненский, Гранатный пер., 6",Тверская,"163,5 м²;Общая;15 м²;Кухня;1 из 9;Этаж;2010;Построен","Тип жилья;Вторичка;Высота потолков;3,3 м;Санузел;3 совмещенных;Ремонт;Без ремонта;Вид из окон;На улицу и двор","Год постройки;2010;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;1 пасс., 1 груз.;Отопление;Индивидуальный тепловой пункт;Аварийность;Нет;Парковка;Подземная",1 603 687 ₽/м²
230 000 000 ₽,"Москва, ЦАО, р-н Арбат, пер. Романов, 3С6",Библиотека им. Ленина,"238,5 м²;Общая;2 из 5;Этаж;1900;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;2 совмещенных;Ремонт;Дизайнерский,Год постройки;1900;Тип дома;Кирпичный;Тип перекрытий;Деревянные;Подъезды;3;Лифты;Есть;Отопление;Центральное;Аварийность;Нет;Парковка;Наземная;Газоснабжение;Центральное,964 361 ₽/м²
79 000 000 ₽,"Москва, САО, р-н Хорошевский, Чапаевский пер., 3",Сокол,"165 м²;Общая;60,6 м²;Жилая;18 м²;Кухня;9 из 57;Этаж;2006;Построен",Тип жилья;Вторичка;Планировка;Изолированная;Площадь комнат;18.7-17.2-8.8-15.9 м²;Высота потолков;3 м;Санузел;2 совмещенных;Ремонт;Дизайнерский;Вид из окон;Во двор,Год постройки;2006;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;8;Лифты;3 груз.;Отопление;Центральное;Аварийность;Нет;Парковка;Подземная,478 788 ₽/м²
75 000 000 ₽,"Москва, ЦАО, р-н Хамовники, Саввинская наб., 5",Киевская,110 м²;Общая;63 м²;Жилая;21 м²;Кухня;2 из 4;Этаж,"Тип жилья;Вторичка;Планировка;Изолированная;Высота потолков;3,8 м;Ремонт;Дизайнерский;Вид из окон;На улицу и двор",Год постройки;1996;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;4;Отопление;Центральное;Аварийность;Нет;Газоснабжение;Центральное,681 818 ₽/м²
426 841 800 ₽,"Москва, ЦАО, р-н Пресненский, Гранатный пер., 6",Маяковская,"232,1 м²;Общая;18,5 м²;Кухня;4 из 9;Этаж",Тип жилья;Вторичка;Планировка;Изолированная;Санузел;4 совмещенных;Ремонт;Без ремонта;Вид из окон;Во двор,Год постройки;2010;Тип дома;Кирпичный;Тип перекрытий;Железобетонные;Подъезды;2;Лифты;9 всего;Отопление;Индивидуальный тепловой пункт;Аварийность;Нет;Парковка;Многоуровневая,1 839 043 ₽/м²
